"playerID","tmID","GP","minutes","points","oRebounds","dRebounds","rebounds","assists","steals","blocks","turnovers","PF","fgAttempted","fgMade","ftAttempted","ftMade","threeAttempted","threeMade","center","forward","guard","allstar","minutesPerGame","pointsPerGame","assistsPerGame","oReboundsPerGame","dReboundsPerGame","reboundsPerGame","stealsPerGame","blocksPerGame","turnoversPerGame","fgAttemptedPerGame","fgMadePerGame","ftAttemptedPerGame","ftMadePerGame","threeAttemptedPerGame","threeMadePerGame","GPRatio","healthy","lgPoints","lgAssists","lgRebounds","lgDRebounds","lgORebounds","tmPoints","tmAssists","tmRebounds","tmDRebounds","tmORebounds","ftPct","fgPct","threePct","efgPct","astTovRatio","dReboundPct","oReboundPct","totalGameScore","avgGameScore"
"Tomas Satoransky","WAS",80,2164,709,82,197,279,399,82,13,120,172,530,257,160,131,162,64,0,0,1,0,27.05,8.8625,4.9875,1.025,2.4625,3.4875,1.025,0.1625,1.5,6.625,3.2125,2,1.6375,2.025,0.8,0.975609756097561,1,0.00226930832506481,0.00585061145488138,0.00218777200122327,0.00200016244974211,0.00282417771654899,0.0758288770053476,0.185236768802228,0.080334005182839,0.0735349010824935,0.103274559193955,0.81875,0.484905660377358,0.395061728395062,0.545283018867925,3.325,0.706093189964158,0.293906810035842,752.9,9.41125
"Dennis Schroder","OKC",79,2314,1224,38,246,284,323,65,12,172,189,1104,457,227,186,364,124,0,0,1,0,29.2911392405063,15.493670886076,4.08860759493671,0.481012658227848,3.11392405063291,3.59493670886076,0.822784810126582,0.151898734177215,2.17721518987342,13.9746835443038,5.78481012658228,2.87341772151899,2.35443037974684,4.60759493670886,1.56962025316456,0.963414634146341,1,0.00391767755977339,0.00473620927299921,0.00222697938475774,0.00249766478495715,0.0013087652832788,0.13039309683605,0.16849243609807,0.0720446473871131,0.0845070422535211,0.0368574199806014,0.819383259911894,0.413949275362319,0.340659340659341,0.470108695652174,1.87790697674419,0.866197183098592,0.133802816901408,819.5,10.373417721519
"Mike Scott","TOT",79,1395,459,43,233,276,66,26,13,44,156,420,168,33,22,252,101,0,1,0,0,17.6582278481013,5.81012658227848,0.835443037974684,0.544303797468354,2.9493670886076,3.49367088607595,0.329113924050633,0.164556962025316,0.556962025316456,5.31645569620253,2.12658227848101,0.417721518987342,0.278481012658228,3.18987341772152,1.27848101265823,0.963414634146341,1,0.00146912908491502,0.000967770315845039,0.00216424757110259,0.00236567436949194,0.00148097124160496,0.0118125434284685,0.0085547634478289,0.0168087697929354,0.0181478308279461,0.0120078190449595,0.666666666666667,0.4,0.400793650793651,0.520238095238095,1.5,0.844202898550725,0.155797101449275,343.1,4.34303797468354
"Mike Scott","LAC",52,748,248,24,150,174,44,17,8,27,88,230,92,18,12,133,52,0,1,0,0,14.3846153846154,4.76923076923077,0.846153846153846,0.461538461538462,2.88461538461538,3.34615384615385,0.326923076923077,0.153846153846154,0.519230769230769,4.42307692307692,1.76923076923077,0.346153846153846,0.230769230769231,2.55769230769231,1,0.634146341463415,0,0.000793777806228595,0.00064518021056336,0.00136441694699946,0.00152296633229095,0.000826588599965559,0.0262656216903198,0.0223350253807107,0.0466237942122186,0.0510899182561308,0.0301507537688442,0.666666666666667,0.4,0.390977443609023,0.51304347826087,1.62962962962963,0.862068965517241,0.137931034482759,195.2,3.75384615384615
"Mike Scott","PHI",27,647,211,19,83,102,22,9,5,17,68,190,76,15,10,119,49,0,1,0,0,23.962962962963,7.81481481481481,0.814814814814815,0.703703703703704,3.07407407407407,3.77777777777778,0.333333333333333,0.185185185185185,0.62962962962963,7.03703703703704,2.81481481481481,0.555555555555556,0.37037037037037,4.40740740740741,1.81481481481481,0.329268292682927,0,0.000675351278686426,0.00032259010528168,0.000799830624103131,0.000842708037200991,0.000654382641639401,0.0223398623610376,0.00996828273674671,0.0260403369925964,0.0274380165289256,0.0213004484304933,0.666666666666667,0.4,0.411764705882353,0.528947368421053,1.29411764705882,0.813725490196078,0.186274509803922,147.9,5.47777777777778
"Thabo Sefolosha","UTA",50,609,190,8,115,123,27,43,5,25,41,149,71,22,14,78,34,0,1,0,0,12.18,3.8,0.54,0.16,2.3,2.46,0.86,0.1,0.5,2.98,1.42,0.44,0.28,1.56,0.68,0.609756097560976,0,0.000608136222513843,0.000395906038300243,0.000964501634947893,0.00116760752142306,0.000275529533321853,0.0207400938762144,0.0126582278481013,0.0323599052880821,0.0385776585038578,0.00975609756097561,0.636363636363636,0.476510067114094,0.435897435897436,0.590604026845638,1.08,0.934959349593496,0.0650406504065041,188.6,3.772
"Wayne Selden","TOT",75,1439,514,37,143,180,109,33,13,79,131,483,196,92,67,174,55,0,0,1,0,19.1866666666667,6.85333333333333,1.45333333333333,0.493333333333333,1.90666666666667,2.4,0.44,0.173333333333333,1.05333333333333,6.44,2.61333333333333,1.22666666666667,0.893333333333333,2.32,0.733333333333333,0.914634146341463,1,0.00164516851774798,0.00159828733980469,0.00141146580724082,0.00145189457011737,0.00127432409161357,0.0132279898087861,0.0141283214517174,0.0109622411693057,0.0111379390918296,0.0103323094107791,0.728260869565217,0.405797101449275,0.316091954022989,0.462732919254658,1.37974683544304,0.794444444444444,0.205555555555556,322.1,4.29466666666667
"Wayne Selden","MEM",32,455,172,16,28,44,36,10,6,23,48,161,65,29,22,63,20,0,0,1,0,14.21875,5.375,1.125,0.5,0.875,1.375,0.3125,0.1875,0.71875,5.03125,2.03125,0.90625,0.6875,1.96875,0.625,0.390243902439024,0,0.000550523317223058,0.000527874717733658,0.000345024975103311,0.00028428704869431,0.000551059066643706,0.0202591283863369,0.0183392766174223,0.0128429655575015,0.0103588605253422,0.0221300138312586,0.758620689655172,0.403726708074534,0.317460317460317,0.46583850931677,1.56521739130435,0.636363636363636,0.363636363636364,107.3,3.353125
"Wayne Selden","CHI",43,984,342,21,115,136,73,23,7,56,83,322,131,63,45,111,35,0,0,1,0,22.8837209302326,7.95348837209302,1.69767441860465,0.488372093023256,2.67441860465116,3.16279069767442,0.534883720930233,0.162790697674419,1.30232558139535,7.48837209302326,3.04651162790698,1.46511627906977,1.04651162790698,2.58139534883721,0.813953488372093,0.524390243902439,0,0.00109464520052492,0.00107041262207103,0.00106644083213751,0.00116760752142306,0.000723265024969864,0.0397443346891342,0.0406458797327394,0.0386693204435599,0.0410861021793498,0.0292479108635097,0.714285714285714,0.406832298136646,0.315315315315315,0.461180124223602,1.30357142857143,0.845588235294118,0.154411764705882,214.8,4.9953488372093
"Collin Sexton","CLE",82,2605,1371,57,179,236,243,44,6,185,186,1206,519,255,214,296,119,0,0,1,0,31.7682926829268,16.719512195122,2.96341463414634,0.695121951219512,2.18292682926829,2.8780487804878,0.536585365853659,0.0731707317073171,2.25609756097561,14.7073170731707,6.32926829268293,3.10975609756098,2.60975609756098,3.60975609756098,1.45121951219512,1,1,0.00438818295298147,0.00356315434470219,0.00185058850282685,0.0018174064898672,0.0019631479249182,0.160032683553169,0.143109540636042,0.0674671240708977,0.0683466972126766,0.0648464163822526,0.83921568627451,0.430348258706468,0.402027027027027,0.479684908789386,1.31351351351351,0.758474576271186,0.241525423728814,818.1,9.97682926829269
"Landry Shamet","TOT",79,1802,722,21,113,134,117,37,10,45,155,557,240,93,75,396,167,0,0,1,0,22.8101265822785,9.13924050632911,1.48101265822785,0.265822784810127,1.43037974683544,1.69620253164557,0.468354430379747,0.126582278481013,0.569620253164557,7.05063291139241,3.0379746835443,1.17721518987342,0.949367088607595,5.0126582278481,2.11392405063291,0.963414634146341,1,0.0023109176455526,0.00171559283263439,0.00105075787872372,0.00114730130365918,0.000723265024969864,0.0185809506652598,0.0151652624756967,0.00816077953714982,0.00880130851312408,0.00586428371963139,0.806451612903226,0.430879712746858,0.421717171717172,0.580789946140036,2.6,0.843283582089552,0.156716417910448,555.2,7.02784810126582
"Landry Shamet","PHI",54,1108,449,14,64,78,59,24,8,26,106,347,153,54,44,245,99,0,0,1,0,20.5185185185185,8.31481481481481,1.09259259259259,0.259259259259259,1.18518518518519,1.44444444444444,0.444444444444444,0.148148148148148,0.481481481481481,6.42592592592593,2.83333333333333,1,0.814814814814815,4.53703703703704,1.83333333333333,0.658536585365854,0,0.00143712191530903,0.00086512800961905,0.000611635183137689,0.000649798968444138,0.000482176683313243,0.0475383800952885,0.0267331218849116,0.0199131988766913,0.0211570247933884,0.015695067264574,0.814814814814815,0.440922190201729,0.404081632653061,0.5835734870317,2.26923076923077,0.82051282051282,0.179487179487179,334.4,6.19259259259259
"Landry Shamet","LAC",25,694,273,7,49,56,58,13,2,19,49,210,87,39,31,151,68,0,0,1,0,27.76,10.92,2.32,0.28,1.96,2.24,0.52,0.08,0.76,8.4,3.48,1.56,1.24,6.04,2.72,0.304878048780488,0,0.000873795730243575,0.000850464823015338,0.000439122695586033,0.000497502335215043,0.000241088341656621,0.0289133658123279,0.0294416243654822,0.015005359056806,0.0166893732970027,0.00879396984924623,0.794871794871795,0.414285714285714,0.450331125827815,0.576190476190476,3.05263157894737,0.875,0.125,220.8,8.832
"Iman Shumpert","TOT",62,1481,465,27,156,183,112,59,24,50,127,446,167,45,36,273,95,0,0,1,0,23.8870967741935,7.5,1.80645161290323,0.435483870967742,2.51612903225806,2.95161290322581,0.951612903225806,0.387096774193548,0.806451612903226,7.19354838709677,2.69354838709677,0.725806451612903,0.580645161290323,4.40322580645161,1.53225806451613,0.75609756097561,1,0.00148833338667862,0.00164227689961582,0.0014349902373615,0.00158388498558259,0.000929912174961254,0.0119669557608668,0.0145171743357097,0.0111449451887942,0.0121504790092686,0.00753979335381178,0.8,0.374439461883408,0.347985347985348,0.480941704035874,2.24,0.852459016393443,0.147540983606557,373.1,6.01774193548387
"Iman Shumpert","SAC",42,1099,374,19,110,129,91,47,20,38,92,348,133,41,34,202,74,0,0,1,0,26.1666666666667,8.90476190476191,2.16666666666667,0.452380952380952,2.61904761904762,3.07142857142857,1.11904761904762,0.476190476190476,0.904761904761905,8.28571428571429,3.16666666666667,0.976190476190476,0.80952380952381,4.80952380952381,1.76190476190476,0.51219512195122,0,0.00119706814326409,0.00133434998093786,0.00101155049518925,0.00111684197701336,0.000654382641639401,0.0399444622450069,0.0436869899183869,0.0346308724832215,0.0390209294075913,0.0209713024282561,0.829268292682927,0.382183908045977,0.366336633663366,0.488505747126437,2.39473684210526,0.852713178294574,0.147286821705426,306.6,7.3
"Iman Shumpert","HOU",20,382,91,8,46,54,21,12,4,12,35,98,34,4,2,71,21,0,0,1,0,19.1,4.55,1.05,0.4,2.3,2.7,0.6,0.2,0.6,4.9,1.7,0.2,0.1,3.55,1.05,0.24390243902439,0,0.000291265243414525,0.000307926918677967,0.000423439742172246,0.000467043008569224,0.000275529533321853,0.00974199764479178,0.0120620333141872,0.015656712090461,0.0176042862610027,0.00956937799043062,0.5,0.346938775510204,0.295774647887324,0.454081632653061,1.75,0.851851851851852,0.148148148148148,66.5,3.325
"Pascal Siakam","TOR",80,2548,1354,124,425,549,248,73,52,154,241,945,519,302,237,214,79,0,1,0,0,31.85,16.925,3.1,1.55,5.3125,6.8625,0.9125,0.65,1.925,11.8125,6.4875,3.775,2.9625,2.675,0.9875,0.975609756097561,1,0.00433377076465128,0.00363647027772075,0.0043049707120845,0.00431507127482435,0.00427070776648872,0.144288150042626,0.1189448441247,0.148138154344307,0.145547945205479,0.157760814249364,0.78476821192053,0.549206349206349,0.369158878504673,0.591005291005291,1.61038961038961,0.774134790528233,0.225865209471767,1152.6,14.4075
"Jordan Sibert","ATL",1,4,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,4,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0.0121951219512195,0,9.60215088179752e-06,0,0,0,0,0.000322788896061975,0,0,0,0,NA,1,1,1.5,0,NA,NA,3.1,3.1
"Ben Simmons","PHI",79,2700,1337,172,525,697,610,112,61,274,209,960,540,428,257,6,0,0,0,1,1,34.1772151898734,16.9240506329114,7.72151898734177,2.17721518987342,6.64556962025316,8.82278481012658,1.41772151898734,0.772151898734177,3.46835443037975,12.1518987341772,6.83544303797468,5.41772151898734,3.25316455696203,0.0759493670886076,0,0.963414634146341,1,0.0042793585763211,0.00894454382826476,0.00546550926470473,0.00533038216301832,0.00592388496641984,0.141556379036527,0.276393294064341,0.177942302782742,0.173553719008264,0.192825112107623,0.600467289719626,0.5625,0,0.5625,2.22627737226277,0.753228120516499,0.246771879483501,1314.6,16.6405063291139
"Jonathon Simmons","TOT",56,1064,366,27,99,126,128,29,15,68,89,350,133,97,72,104,28,0,1,1,0,19,6.53571428571429,2.28571428571429,0.482142857142857,1.76785714285714,2.25,0.517857142857143,0.267857142857143,1.21428571428571,6.25,2.375,1.73214285714286,1.28571428571429,1.85714285714286,0.5,0.682926829268293,0,0.0011714624075793,0.00187688788527523,0.000988026065068574,0.00100515777931203,0.000929912174961254,0.00941915227629513,0.0165910563836682,0.00767356881851401,0.00771088090972817,0.00753979335381178,0.742268041237113,0.38,0.269230769230769,0.42,1.88235294117647,0.785714285714286,0.214285714285714,249.5,4.45535714285714
"Jonathon Simmons","ORL",41,845,283,23,77,100,95,18,14,56,68,286,104,72,56,83,19,0,0,1,0,20.609756097561,6.90243902439024,2.31707317073171,0.560975609756098,1.8780487804878,2.4390243902439,0.439024390243902,0.341463414634146,1.36585365853659,6.97560975609756,2.53658536585366,1.75609756097561,1.36585365853659,2.02439024390244,0.463414634146341,0.5,0,0.000905802899849566,0.00139300272735271,0.000784147670689344,0.000781789383909353,0.000792147408300327,0.0321590909090909,0.045346062052506,0.0268528464017186,0.0265334252239835,0.0279805352798054,0.777777777777778,0.363636363636364,0.228915662650602,0.396853146853147,1.69642857142857,0.77,0.23,175.9,4.29024390243902
"Jonathon Simmons","PHI",15,219,83,4,22,26,33,11,1,12,21,64,29,25,16,21,9,0,1,0,0,14.6,5.53333333333333,2.2,0.266666666666667,1.46666666666667,1.73333333333333,0.733333333333333,0.0666666666666667,0.8,4.26666666666667,1.93333333333333,1.66666666666667,1.06666666666667,1.4,0.6,0.182926829268293,0,0.000265659507729731,0.00048388515792252,0.000203878394379229,0.000223368395402672,0.000137764766660926,0.00878771836950768,0.0149524241051201,0.00663773295889711,0.00727272727272727,0.00448430493273543,0.64,0.453125,0.428571428571429,0.5234375,2.75,0.846153846153846,0.153846153846154,73.6,4.90666666666667
"Kobi Simmons","CLE",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,0,0
"Anfernee Simons","POR",20,141,75,3,10,13,13,1,0,11,9,63,28,16,9,29,10,0,0,1,0,7.05,3.75,0.65,0.15,0.5,0.65,0.05,0,0.55,3.15,1.4,0.8,0.45,1.45,0.5,0.24390243902439,0,0.000240053772044938,0.000190621425848265,0.000101939197189615,0.000101531088819396,0.000103323574995695,0.00797702616464582,0.00688924218335983,0.00330368487928844,0.00336927223719677,0.0031023784901758,0.5625,0.444444444444444,0.344827586206897,0.523809523809524,1.18181818181818,0.769230769230769,0.230769230769231,43.9,2.195
"Marcus Smart","BOS",80,2200,708,57,177,234,321,143,28,123,201,567,239,129,104,346,126,0,0,1,0,27.5,8.85,4.0125,0.7125,2.2125,2.925,1.7875,0.35,1.5375,7.0875,2.9875,1.6125,1.3,4.325,1.575,0.975609756097561,1,0.00226610760810422,0.00470688289979178,0.00183490554941307,0.00179710027210332,0.0019631479249182,0.0768229166666667,0.148955916473318,0.0640569395017794,0.0621270621270621,0.0708955223880597,0.806201550387597,0.421516754850088,0.364161849710983,0.532627865961199,2.60975609756098,0.756410256410256,0.243589743589744,724,9.05
"Dennis Smith","TOT",53,1508,722,32,123,155,252,67,20,154,129,650,278,156,99,208,67,0,0,1,0,28.4528301886792,13.622641509434,4.75471698113208,0.60377358490566,2.32075471698113,2.92452830188679,1.26415094339623,0.377358490566038,2.90566037735849,12.2641509433962,5.24528301886792,2.94339622641509,1.86792452830189,3.92452830188679,1.26415094339623,0.646341463414634,0,0.0023109176455526,0.00369512302413561,0.00121542888956848,0.00124883239247858,0.00110211813328741,0.0185809506652598,0.0326636422553467,0.00943970767356882,0.00958018537269258,0.00893605138229545,0.634615384615385,0.427692307692308,0.322115384615385,0.479230769230769,1.63636363636364,0.793548387096774,0.206451612903226,493.3,9.30754716981132
"Dennis Smith","DAL",32,908,414,18,79,97,138,40,11,100,82,357,157,82,57,125,43,0,0,1,0,28.375,12.9375,4.3125,0.5625,2.46875,3.03125,1.25,0.34375,3.125,11.15625,4.90625,2.5625,1.78125,3.90625,1.34375,0.390243902439024,0,0.00132509682168806,0.00202351975131236,0.000760623240568664,0.000802095601673232,0.000619941449974169,0.046376162204548,0.0719499478623566,0.0261033369214209,0.0273925104022191,0.0216346153846154,0.695121951219512,0.439775910364146,0.344,0.5,1.38,0.814432989690722,0.185567010309278,281.9,8.809375
"Dennis Smith","NYK",21,600,308,14,44,58,114,27,9,54,47,293,121,74,42,83,24,0,0,1,0,28.5714285714286,14.6666666666667,5.42857142857143,0.666666666666667,2.0952380952381,2.76190476190476,1.28571428571429,0.428571428571429,2.57142857142857,13.952380952381,5.76190476190476,3.52380952380952,2,3.95238095238095,1.14285714285714,0.25609756097561,0,0.000985820823864546,0.00167160327282325,0.00045480564899982,0.000446736790805345,0.000482176683313243,0.0359183673469388,0.0692588092345079,0.0158124318429662,0.015652792600498,0.0163360560093349,0.567567567567568,0.41296928327645,0.289156626506024,0.453924914675768,2.11111111111111,0.758620689655172,0.241379310344828,211.4,10.0666666666667
"Ish Smith","DET",56,1251,501,23,122,145,203,28,11,61,109,489,205,62,47,135,44,0,0,1,0,22.3392857142857,8.94642857142857,3.625,0.410714285714286,2.17857142857143,2.58928571428571,0.5,0.196428571428571,1.08928571428571,8.73214285714286,3.66071428571429,1.10714285714286,0.839285714285714,2.41071428571429,0.785714285714286,0.682926829268293,0,0.00160355919726019,0.00297662688055368,0.00113701412249955,0.00123867928359664,0.000792147408300327,0.0570745044429255,0.110027100271003,0.0393167028199566,0.0443313953488372,0.0245726495726496,0.758064516129032,0.419222903885481,0.325925925925926,0.464212678936605,3.32786885245902,0.841379310344828,0.158620689655172,378.2,6.75357142857143
"J.R. Smith","CLE",11,222,74,0,18,18,21,11,3,11,19,79,27,10,8,39,12,0,0,1,0,20.1818181818182,6.72727272727273,1.90909090909091,0,1.63636363636364,1.63636363636364,1,0.272727272727273,1,7.18181818181818,2.45454545454545,0.909090909090909,0.727272727272727,3.54545454545455,1.09090909090909,0.134146341463415,0,0.000236853055084339,0.000307926918677967,0.000141146580724082,0.000182755959874914,0,0.0086377961947006,0.0123674911660777,0.00514579759862779,0.00687285223367698,0,0.8,0.341772151898734,0.307692307692308,0.417721518987342,1.90909090909091,1,0,48.1,4.37272727272727
"Jason Smith","TOT",20,190,65,16,36,52,14,3,7,13,30,59,21,16,14,26,9,1,1,0,0,9.5,3.25,0.7,0.8,1.8,2.6,0.15,0.35,0.65,2.95,1.05,0.8,0.7,1.3,0.45,0.24390243902439,0,0.000208046602438946,0.000205284612451978,0.000407756788758459,0.000365511919749827,0.000551059066643706,0.00167280026764804,0.00181464679196371,0.00316686967113276,0.00280395669444661,0.00446802569114772,0.875,0.355932203389831,0.346153846153846,0.432203389830508,1.07692307692308,0.692307692307692,0.307692307692308,49.6,2.48
"Jason Smith","WAS",12,130,44,11,26,37,12,1,5,7,21,37,15,12,10,10,4,1,0,0,0,10.8333333333333,3.66666666666667,1,0.916666666666667,2.16666666666667,3.08333333333333,0.0833333333333333,0.416666666666667,0.583333333333333,3.08333333333333,1.25,1,0.833333333333333,0.833333333333333,0.333333333333333,0.146341463414634,0,0.000140831546266364,0.000175958239244553,0.000290134638155057,0.000263980830930431,0.000378853108317548,0.00470588235294118,0.00557103064066852,0.0106536135905557,0.00970511384845092,0.0138539042821159,0.833333333333333,0.405405405405405,0.4,0.459459459459459,1.71428571428571,0.702702702702703,0.297297297297297,37.9,3.15833333333333
"Jason Smith","MIL",6,40,13,3,8,11,1,2,2,5,6,13,4,2,2,9,3,0,1,0,0,6.66666666666667,2.16666666666667,0.166666666666667,0.5,1.33333333333333,1.83333333333333,0.333333333333333,0.333333333333333,0.833333333333333,2.16666666666667,0.666666666666667,0.333333333333333,0.333333333333333,1.5,0.5,0.0731707317073171,0,4.16093204877893e-05,1.46631866037127e-05,8.62562437758279e-05,8.12248710555172e-05,0.000103323574995695,0.00134214329960768,0.000468164794007491,0.00269740068661108,0.00241254523522316,0.00393700787401575,1,0.307692307692308,0.333333333333333,0.423076923076923,0.2,0.727272727272727,0.272727272727273,7.9,1.31666666666667
"Jason Smith","NOP",2,20,8,2,2,4,1,0,0,1,3,9,2,2,2,7,2,1,0,0,0,10,4,0.5,1,1,2,0,0,0.5,4.5,1,1,1,3.5,1,0.024390243902439,0,2.56057356847934e-05,1.46631866037127e-05,3.13659068275738e-05,2.03062177638793e-05,6.88823833304632e-05,0.000845129938728079,0.000451263537906137,0.00103145951521403,0.000673627484001347,0.0022002200220022,1,0.222222222222222,0.285714285714286,0.333333333333333,1,0.5,0.5,3.8,1.9
"Zhaire Smith","PHI",6,111,40,3,10,13,10,2,2,6,8,34,14,8,6,16,6,0,0,1,0,18.5,6.66666666666667,1.66666666666667,0.5,1.66666666666667,2.16666666666667,0.333333333333333,0.333333333333333,1,5.66666666666667,2.33333333333333,1.33333333333333,1,2.66666666666667,1,0.0731707317073171,0,0.000128028678423967,0.000146631866037127,0.000101939197189615,0.000101531088819396,0.000103323574995695,0.0042350449973531,0.00453103760761214,0.00331886647944856,0.00330578512396694,0.00336322869955157,0.75,0.411764705882353,0.375,0.5,1.66666666666667,0.769230769230769,0.230769230769231,29.7,4.95
"Tony Snell","MIL",74,1304,444,29,128,157,68,26,18,23,90,361,163,42,37,204,81,0,1,0,0,17.6216216216216,6,0.918918918918919,0.391891891891892,1.72972972972973,2.12162162162162,0.351351351351351,0.243243243243243,0.310810810810811,4.87837837837838,2.2027027027027,0.567567567567568,0.5,2.75675675675676,1.09459459459459,0.902439024390244,1,0.00142111833050603,0.000997096689052465,0.00123111184298227,0.00129959793688828,0.000998794558291717,0.0458393557712162,0.0318352059925094,0.0384992643452673,0.0386007237635706,0.0380577427821522,0.880952380952381,0.451523545706371,0.397058823529412,0.563711911357341,2.95652173913043,0.815286624203822,0.184713375796178,372.8,5.03783783783784
"Ray Spalding","TOT",14,148,54,15,33,48,5,9,8,9,23,47,25,12,4,3,0,0,1,0,0,10.5714285714286,3.85714285714286,0.357142857142857,1.07142857142857,2.35714285714286,3.42857142857143,0.642857142857143,0.571428571428571,0.642857142857143,3.35714285714286,1.78571428571429,0.857142857142857,0.285714285714286,0.214285714285714,0,0.170731707317073,0,0.000172838715872355,7.33159330185636e-05,0.000376390881930885,0.000335052593104008,0.000516617874978474,0.00138971099158453,0.000648088139987038,0.00292326431181486,0.00257029363657606,0.00418877408545099,0.333333333333333,0.531914893617021,0,0.531914893617021,0.555555555555556,0.6875,0.3125,48.2,3.44285714285714
"Ray Spalding","DAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,0,0
"Ray Spalding","PHO",13,147,54,15,33,48,5,9,8,9,23,47,25,12,4,3,0,0,1,0,0,11.3076923076923,4.15384615384615,0.384615384615385,1.15384615384615,2.53846153846154,3.69230769230769,0.692307692307692,0.615384615384615,0.692307692307692,3.61538461538462,1.92307692307692,0.923076923076923,0.307692307692308,0.230769230769231,0,0.158536585365854,0,0.000172838715872355,7.33159330185636e-05,0.000376390881930885,0.000335052593104008,0.000516617874978474,0.00612592172433352,0.00255493101686254,0.0144971307762005,0.0128755364806867,0.0200534759358289,0.333333333333333,0.531914893617021,0,0.531914893617021,0.555555555555556,0.6875,0.3125,48.2,3.70769230769231
"Omari Spellman","ATL",46,805,272,72,122,194,47,26,25,31,67,244,98,45,32,128,44,0,1,0,0,17.5,5.91304347826087,1.02173913043478,1.56521739130435,2.65217391304348,4.21739130434783,0.565217391304348,0.543478260869565,0.673913043478261,5.30434782608696,2.1304347826087,0.978260869565217,0.695652173913043,2.78260869565217,0.956521739130435,0.560975609756098,0,0.000870595013282975,0.000689169770374498,0.00152124648113733,0.00123867928359664,0.00247976579989668,0.0292661932429524,0.02219074598678,0.0513227513227513,0.0431858407079646,0.0753926701570681,0.711111111111111,0.401639344262295,0.34375,0.491803278688525,1.51612903225806,0.628865979381443,0.371134020618557,258.4,5.61739130434783
"Nik Stauskas","TOT",68,1015,399,18,109,127,81,21,7,51,50,338,136,64,57,188,70,0,0,1,0,14.9264705882353,5.86764705882353,1.19117647058824,0.264705882352941,1.60294117647059,1.86764705882353,0.308823529411765,0.102941176470588,0.75,4.97058823529412,2,0.941176470588235,0.838235294117647,2.76470588235294,1.02941176470588,0.829268292682927,1,0.00127708606727907,0.00118771811490073,0.000995867541775467,0.00110668886813142,0.000619941449974169,0.0102684201044857,0.01049902786779,0.00773447015834348,0.00848975776929667,0.00502652890254119,0.890625,0.402366863905325,0.372340425531915,0.505917159763314,1.58823529411765,0.858267716535433,0.141732283464567,298.9,4.39558823529412
"Nik Stauskas","POR",44,673,267,10,70,80,62,14,4,40,31,229,96,36,32,125,43,0,0,1,0,15.2954545454545,6.06818181818182,1.40909090909091,0.227272727272727,1.59090909090909,1.81818181818182,0.318181818181818,0.0909090909090909,0.909090909090909,5.20454545454545,2.18181818181818,0.818181818181818,0.727272727272727,2.84090909090909,0.977272727272727,0.536585365853659,0,0.00085459142847998,0.000909117569430189,0.000627318136551475,0.000710717621735776,0.000344411916652316,0.0283982131461391,0.0328563857975623,0.0203303684879288,0.0235849056603774,0.0103412616339193,0.888888888888889,0.419213973799127,0.344,0.513100436681223,1.55,0.875,0.125,196.5,4.46590909090909
"Nik Stauskas","CLE",24,342,132,8,39,47,19,7,3,11,19,109,40,28,25,63,27,0,0,1,0,14.25,5.5,0.791666666666667,0.333333333333333,1.625,1.95833333333333,0.291666666666667,0.125,0.458333333333333,4.54166666666667,1.66666666666667,1.16666666666667,1.04166666666667,2.625,1.125,0.292682926829268,0,0.000422494638799091,0.000278600545470542,0.000368549405223992,0.000395971246395646,0.000275529533321853,0.0154079607797362,0.0111896348645465,0.0134362492853059,0.0148911798396334,0.00910125142207053,0.892857142857143,0.36697247706422,0.428571428571429,0.490825688073394,1.72727272727273,0.829787234042553,0.170212765957447,102.4,4.26666666666667
"D.J. Stephens","MEM",1,7,2,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,7,2,0,0,0,0,1,0,1,2,1,0,0,0,0,0.0121951219512195,0,6.40143392119835e-06,0,0,0,0,0.000235571260306243,0,0,0,0,NA,0.5,0,0.5,0,NA,NA,1,1
"Lance Stephenson","LAL",68,1123,491,32,183,215,140,41,7,86,111,432,184,73,50,197,73,0,0,1,0,16.5147058823529,7.22058823529412,2.05882352941176,0.470588235294118,2.69117647058824,3.16176470588235,0.602941176470588,0.102941176470588,1.26470588235294,6.35294117647059,2.70588235294118,1.07352941176471,0.735294117647059,2.89705882352941,1.07352941176471,0.829268292682927,1,0.00157155202765419,0.00205284612451978,0.00168591749198209,0.00185801892539496,0.00110211813328741,0.0535733769776323,0.066793893129771,0.056282722513089,0.0613065326633166,0.0383233532934132,0.684931506849315,0.425925925925926,0.370558375634518,0.510416666666667,1.62790697674419,0.851162790697674,0.148837209302326,373,5.48529411764706
